file_name,original_preview,overlay_preview,heatmap_preview,width,height,roi_px,hair_px,effective_px,hair_percent_in_roi,black_percent,brown_percent,gray_percent,blue_gray_percent,dmdi
微信图片_20260620160243_38_5906.jpg,previews/微信图片_20260620160243_38_5906_original.jpg,previews/微信图片_20260620160243_38_5906_hair_overlay.jpg,previews/微信图片_20260620160243_38_5906_heatmap.jpg,1920,1080,1217099,4321,1212778,0.355,5.7528,93.8102,0.437,0.0,0.9468
微信图片_20260620160310_39_5906.jpg,previews/微信图片_20260620160310_39_5906_original.jpg,previews/微信图片_20260620160310_39_5906_hair_overlay.jpg,previews/微信图片_20260620160310_39_5906_heatmap.jpg,1920,1080,1154751,23189,1131562,2.0081,22.706,76.8701,0.4239,0.0,0.7772
微信图片_20260620160325_40_5906.jpg,previews/微信图片_20260620160325_40_5906_original.jpg,previews/微信图片_20260620160325_40_5906_hair_overlay.jpg,previews/微信图片_20260620160325_40_5906_heatmap.jpg,1920,1080,825462,2720,822742,0.3295,22.8514,76.7074,0.4412,0.0,0.7759
微信图片_20260620160343_41_5906.jpg,previews/微信图片_20260620160343_41_5906_original.jpg,previews/微信图片_20260620160343_41_5906_hair_overlay.jpg,previews/微信图片_20260620160343_41_5906_heatmap.jpg,1920,1080,1136762,3437,1133325,0.3024,29.3426,70.3173,0.3401,0.0,0.71
微信图片_20260620160400_42_5906.jpg,previews/微信图片_20260620160400_42_5906_original.jpg,previews/微信图片_20260620160400_42_5906_hair_overlay.jpg,previews/微信图片_20260620160400_42_5906_heatmap.jpg,1920,1080,1190651,3940,1186711,0.3309,3.3301,31.3116,64.8983,0.46,1.6249
微信图片_20260620160452_43_5906.jpg,previews/微信图片_20260620160452_43_5906_original.jpg,previews/微信图片_20260620160452_43_5906_hair_overlay.jpg,previews/微信图片_20260620160452_43_5906_heatmap.jpg,1920,1080,790473,8918,781555,1.1282,4.7713,71.2492,23.9795,0.0,1.1921
微信图片_20260620160510_44_5906.jpg,previews/微信图片_20260620160510_44_5906_original.jpg,previews/微信图片_20260620160510_44_5906_hair_overlay.jpg,previews/微信图片_20260620160510_44_5906_heatmap.jpg,1920,1080,1208681,9762,1198919,0.8077,6.431,71.6184,21.9506,0.0,1.1552
微信图片_20260620160530_46_5906.jpg,previews/微信图片_20260620160530_46_5906_original.jpg,previews/微信图片_20260620160530_46_5906_hair_overlay.jpg,previews/微信图片_20260620160530_46_5906_heatmap.jpg,1920,1080,1240448,2725,1237723,0.2197,29.3945,22.8896,47.7159,0.0,1.1832
